job_id,job_title,domain,company,location,state,employment_type,seniority,salary_min_lpa,salary_max_lpa,experience_min_years,experience_max_years,job_description,skills,skills_count,source_type,source_note
SKL100073,EV Data Analyst,Automotive & EV,Quantix Labs,Kolkata,West Bengal,Full-time,Senior,10.6,12.9,4,7,"Analyze electric-vehicle data, create dashboards, and identify operational and market trends. The role is based in Kolkata and works with cross-functional teams.","EV Analytics, Statistics, SQL, Python, Excel, Power BI, Unity",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100074,DevOps Engineer,Cloud & DevOps,InnoSoft,Jaipur,Rajasthan,Full-time,Senior,7.1,10.1,5,8,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Jaipur and works with cross-functional teams.","Manufacturing, Docker, Git, CI/CD, Kubernetes, AWS, Linux",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100075,Machine Learning Engineer,AI & Machine Learning,CloudSphere,Noida,Uttar Pradesh,Contract,Senior,14.4,20.2,4,5,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Noida and works with cross-functional teams.","SolidWorks, Docker, Scikit-learn, TensorFlow, Python, Machine Learning, PyTorch",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100076,Machine Learning Engineer,AI & Machine Learning,MahaTech Industries,Nashik,Maharashtra,Contract,Junior,19.0,20.5,1,4,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Nashik and works with cross-functional teams.","Python, Scikit-learn, Docker, TensorFlow, Machine Learning, PyTorch",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100077,Embedded Systems Engineer,Electronics & Embedded,IndusWorks,Gurugram,Haryana,Full-time,Mid Level,11.5,15.6,3,4,Develop firmware and embedded applications for microcontrollers and connected devices. The role is based in Gurugram and works with cross-functional teams.,"Agile, C, RTOS, Microcontrollers, C++, Embedded Systems, Git",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100078,Machine Learning Engineer,AI & Machine Learning,Quantix Labs,Noida,Uttar Pradesh,Full-time,Senior,7.7,10.1,5,8,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Noida and works with cross-functional teams.","Docker, PyTorch, Scikit-learn, Machine Learning, Python, TensorFlow",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100079,Business Analyst,Business & Analytics,IndusWorks,Nagpur,Maharashtra,Full-time,Senior,4.5,9.4,4,6,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Nagpur and works with cross-functional teams.","Power BI, SQL, Business Analysis, Statistics, Excel, Communication",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100080,Cybersecurity Analyst,Cybersecurity,IndusWorks,Jaipur,Rajasthan,Full-time,Junior,11.2,12.7,1,4,"Monitor security events, investigate incidents, assess risks, and support security controls. The role is based in Jaipur and works with cross-functional teams.","SIEM, Incident Response, Python, Networking, Cybersecurity, Linux",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100081,Full Stack Developer,Software & IT,MahaTech Industries,Aurangabad,Maharashtra,Full-time,Junior,9.5,14.2,1,5,Build responsive web applications across frontend and backend services and integrate APIs and databases. The role is based in Aurangabad and works with cross-functional teams.,"React, Industrial AI, Node.js, SQL, JavaScript, Git, HTML, CSS",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100082,Predictive Maintenance Engineer,Engineering & Manufacturing,VisionEdge,Aurangabad,Maharashtra,Full-time,Senior,5.1,8.5,5,6,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Aurangabad and works with cross-functional teams.,"IoT, Machine Learning, Git, Predictive Maintenance, Sensor Analytics, Python, PLC",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100083,Electronics Engineer,Electronics & Embedded,NextGen Analytics,Nashik,Maharashtra,Full-time,Junior,7.6,11.5,1,4,"Design, test, and troubleshoot electronic systems, PCBs, and embedded hardware. The role is based in Nashik and works with cross-functional teams.","Embedded Systems, PCB Design, Circuit Design, EV Analytics, Testing, Git, MATLAB, C",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100084,Mechanical Design Engineer,Engineering & Manufacturing,CloudSphere,Hyderabad,Telangana,Full-time,Mid Level,8.9,11.9,3,6,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Hyderabad and works with cross-functional teams.","CAD, SolidWorks, AutoCAD, Manufacturing, EV Analytics, Mechanical Design, GD&T, C",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100085,AI Engineer,AI & Machine Learning,NextGen Analytics,Jaipur,Rajasthan,Contract,Junior,8.3,12.9,1,5,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Jaipur and works with cross-functional teams.","Machine Learning, SQL, PyTorch, Deep Learning, Python, TensorFlow",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100086,HR Analyst,HR & Operations,Prime Automation,Jaipur,Rajasthan,Full-time,Entry Level,6.6,9.4,0,3,"Analyze workforce data, prepare HR reports, and support evidence-based people and talent decisions. The role is based in Jaipur and works with cross-functional teams.","Power BI, Data Analysis, Excel, Circuit Design, Communication, Kubernetes, HR Analytics",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100087,Machine Learning Engineer,AI & Machine Learning,DataBridge,Ahmedabad,Gujarat,Full-time,Senior,16.7,21.9,5,7,"Develop, test, deploy, and maintain machine-learning pipelines and production models. The role is based in Ahmedabad and works with cross-functional teams.","Market Research, Machine Learning, TensorFlow, Node.js, Scikit-learn, Docker, PyTorch, Python",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100088,Business Analyst,Business & Analytics,TechNova Solutions,Thane,Maharashtra,Contract,Junior,8.5,11.5,1,3,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Thane and works with cross-functional teams.","Excel, Business Analysis, Power BI, Communication, SQL, Statistics",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100089,Mechanical Design Engineer,Engineering & Manufacturing,SmartFab Technologies,Hyderabad,Telangana,Full-time,Junior,5.5,8.1,1,4,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Hyderabad and works with cross-functional teams.","Mechanical Design, CAD, GD&T, Business Analysis, Manufacturing, Microcontrollers, SolidWorks, AutoCAD",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100090,Automation Engineer,Engineering & Automation,Prime Automation,Noida,Uttar Pradesh,Full-time,Mid Level,7.3,9.4,3,7,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Noida and works with cross-functional teams.","EV Analytics, SCADA, Sensors, IoT, Python, Industrial Automation, PLC, C",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100091,DevOps Engineer,Cloud & DevOps,SkillTech,Bengaluru,Karnataka,Contract,Junior,8.5,14.2,1,2,"Automate software delivery, maintain CI/CD pipelines, monitor systems, and improve deployment reliability. The role is based in Bengaluru and works with cross-functional teams.","Docker, AWS, Linux, CI/CD, Git, Kubernetes",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100092,Mechanical Design Engineer,Engineering & Manufacturing,IndusWorks,Nashik,Maharashtra,Full-time,Mid Level,6.8,11.9,3,5,"Create and validate mechanical designs, prepare CAD models and drawings, and support manufacturing. The role is based in Nashik and works with cross-functional teams.","GD&T, SolidWorks, Manufacturing, Azure, AutoCAD, Mechanical Design, CAD",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100093,Business Analyst,Business & Analytics,Prime Automation,Delhi,Delhi,Full-time,Senior,9.7,12.8,4,8,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Delhi and works with cross-functional teams.","Statistics, Excel, Communication, Power BI, SQL, Business Analysis",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100094,AI Engineer,AI & Machine Learning,Apex Digital,Bengaluru,Karnataka,Full-time,Mid Level,14.7,18.3,2,6,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Bengaluru and works with cross-functional teams.","TensorFlow, Python, PyTorch, Machine Learning, Scikit-learn, SQL, Deep Learning",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100095,Predictive Maintenance Engineer,Engineering & Manufacturing,Apex Digital,Noida,Uttar Pradesh,Full-time,Senior,13.1,15.9,4,6,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Noida and works with cross-functional teams.,"Predictive Maintenance, Sensor Analytics, PLC, SCADA, Unity, Python, IoT, Machine Learning",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100096,AI Engineer,AI & Machine Learning,AutoNext,Nashik,Maharashtra,Contract,Senior,15.9,21.3,4,8,"Develop and deploy AI solutions, integrate machine-learning models into applications, and improve production performance. The role is based in Nashik and works with cross-functional teams.","TensorFlow, Python, PyTorch, Machine Learning, Deep Learning, Market Research, Mechanical Design, SQL",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100097,Automation Engineer,Engineering & Automation,FutureGrid,Noida,Uttar Pradesh,Contract,Mid Level,6.8,8.2,2,3,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Noida and works with cross-functional teams.","SCADA, IoT, Sensors, Python, Industrial Automation, HR Analytics, PLC",7,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100098,Automation Engineer,Engineering & Automation,CoreStack,Delhi,Delhi,Full-time,Senior,7.6,12.6,5,6,"Design and maintain industrial automation systems, PLC programs, sensors, and control workflows. The role is based in Delhi and works with cross-functional teams.","Industrial Automation, Sensors, CSS, IoT, PLC, SCADA, Python, Deep Learning",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100099,Predictive Maintenance Engineer,Engineering & Manufacturing,Nova Mobility,Noida,Uttar Pradesh,Full-time,Entry Level,11.2,17.2,0,2,Use machine and sensor data to identify failure patterns and improve maintenance planning. The role is based in Noida and works with cross-functional teams.,"Python, Predictive Maintenance, IoT, Sensor Analytics, PLC, Java, Market Research, Machine Learning",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100100,Business Analyst,Business & Analytics,SmartFab Technologies,Mumbai,Maharashtra,Contract,Entry Level,6.3,10.9,0,4,"Gather business requirements, analyze operational data, create reports, and support decision-making. The role is based in Mumbai and works with cross-functional teams.","Statistics, Unity, Business Analysis, Excel, Communication, SQL, SolidWorks, Power BI",8,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100101,Software Engineer,Software & IT,NextGen Analytics,Delhi,Delhi,Full-time,Mid Level,11.4,14.1,2,6,"Design, develop, test, and maintain software services while collaborating with engineering teams. The role is based in Delhi and works with cross-functional teams.","Git, Java, SQL, Python, REST API, Data Structures",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
SKL100102,Data Analyst,Data & Analytics,FutureGrid,Thane,Maharashtra,Full-time,Junior,5.2,10.0,1,3,"Analyze business data, build dashboards, identify trends, and communicate actionable insights to stakeholders. The role is based in Thane and works with cross-functional teams.","Power BI, Excel, Python, Statistics, Data Visualization, SQL",6,Synthetic demo data,Generated for SKILLYNTRA prototype; not live job-posting data.
